id,Category,blouse_pattern,border,border_width,occasion,ornamentation,pallu_details,transparency
8434,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
10547,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
12342,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
20436,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
18937,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
10991,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
17452,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
8413,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
7850,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
15709,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
19044,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
21610,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
17398,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
14173,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
14125,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
14281,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
20543,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
20983,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
21345,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
14229,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
10521,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
20040,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
13285,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
11765,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
14424,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
17055,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
12292,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
12421,Sarees,same as saree,zari,big border,party,tassels and latkans,default,no
7487,Sarees,solid,zari,big border,party,jacquard,zari woven,no
18667,Sarees,solid,zari,big border,party,jacquard,zari woven,no
18902,Sarees,solid,zari,big border,party,jacquard,zari woven,no
17690,Sarees,solid,zari,big border,party,jacquard,zari woven,no
20280,Sarees,solid,zari,big border,party,jacquard,zari woven,no
21348,Sarees,solid,zari,big border,party,jacquard,zari woven,no
25233,Sarees,solid,zari,big border,party,jacquard,zari woven,no
12371,Sarees,solid,zari,big border,party,jacquard,zari woven,no
19078,Sarees,solid,zari,big border,party,jacquard,zari woven,no
11314,Sarees,solid,zari,big border,party,jacquard,zari woven,no
7605,Sarees,solid,zari,big border,party,jacquard,zari woven,no
19553,Sarees,solid,zari,big border,party,jacquard,zari woven,no
25516,Sarees,solid,zari,big border,party,jacquard,zari woven,no
10868,Sarees,solid,zari,big border,party,jacquard,zari woven,no
16825,Sarees,solid,zari,big border,party,jacquard,zari woven,no
16568,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
15835,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
10341,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
10938,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
17369,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
24369,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
11537,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
18293,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
18790,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
12359,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
20607,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
15014,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
15808,Sarees,same as border,zari,big border,party,jacquard,zari woven,yes
13969,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
19384,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
16662,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
16581,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
14342,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
15820,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
11127,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
24993,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
10856,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
20297,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
17005,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
21403,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
20273,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
24150,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
20501,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
18816,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
7768,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
8736,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
18628,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
19144,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
21005,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
23688,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
22403,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
16731,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
8679,Sarees,same as border,zari,big border,daily,jacquard,zari woven,yes
16651,Sarees,solid,zari,big border,daily,jacquard,default,no
11417,Sarees,solid,zari,big border,daily,jacquard,default,no
15524,Sarees,solid,zari,big border,daily,jacquard,default,no
7923,Sarees,solid,zari,big border,daily,jacquard,default,no
16114,Sarees,solid,zari,big border,daily,jacquard,default,no
13864,Sarees,solid,zari,big border,daily,jacquard,default,no
14911,Sarees,solid,zari,big border,daily,jacquard,default,no
16198,Sarees,solid,zari,big border,daily,jacquard,default,no
21240,Sarees,solid,zari,big border,daily,jacquard,default,no
14950,Sarees,solid,zari,big border,daily,jacquard,default,no
7674,Sarees,solid,zari,big border,daily,jacquard,default,no
9572,Sarees,solid,zari,big border,daily,jacquard,default,no
9485,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
9235,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
10408,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
10316,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
8340,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
25636,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
18885,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
21805,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
17014,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
8698,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
21214,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
15784,Sarees,same as saree,zari,big border,party,tassels and latkans,same as saree,no
10738,Sarees,same as border,default,small border,party,default,same as saree,no
7550,Sarees,same as border,default,small border,party,default,same as saree,no
24849,Sarees,same as border,default,small border,party,default,same as saree,no
16220,Sarees,same as border,default,small border,party,default,same as saree,no
11716,Sarees,same as border,default,small border,party,default,same as saree,no
17638,Sarees,same as border,default,small border,party,default,same as saree,no
8164,Sarees,same as border,default,small border,party,default,same as saree,no
14163,Sarees,same as border,default,small border,party,default,same as saree,no
8237,Sarees,same as border,default,small border,party,default,same as saree,no
14990,Sarees,same as border,default,small border,party,default,same as saree,no
13417,Sarees,same as border,default,small border,party,default,same as saree,no
11896,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
11120,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
21740,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
11810,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
11189,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
18126,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
12870,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
15037,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
16093,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
8616,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
21025,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
10320,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
21982,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
13045,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
17605,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
14848,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
24536,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
21091,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
8085,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
18526,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
14489,Sarees,same as border,zari,big border,party,jacquard,zari woven,no
14524,Sarees,same as border,zari,big border,daily,jacquard,default,no
22230,Sarees,same as border,zari,big border,daily,jacquard,default,no
25219,Sarees,same as border,zari,big border,daily,jacquard,default,no
15516,Sarees,same as border,zari,big border,daily,jacquard,default,no
9288,Sarees,same as border,zari,big border,daily,jacquard,default,no
8511,Sarees,same as border,zari,big border,daily,jacquard,default,no
15386,Sarees,same as border,zari,big border,daily,jacquard,default,no
21505,Sarees,same as border,zari,big border,daily,jacquard,default,no
15733,Sarees,same as border,zari,big border,daily,jacquard,default,no
7593,Sarees,same as border,zari,big border,daily,jacquard,default,no
12832,Sarees,default,no border,no border,party,jacquard,same as saree,no
19543,Sarees,default,no border,no border,party,jacquard,same as saree,no
14196,Sarees,default,no border,no border,party,jacquard,same as saree,no
23532,Sarees,default,no border,no border,party,jacquard,same as saree,no
23633,Sarees,default,no border,no border,party,jacquard,same as saree,no
11688,Sarees,default,no border,no border,party,jacquard,same as saree,no
